id,name,note,category,drop1_id,drop1_name,drop1_probability,drop2_id,drop2_name,drop2_probability
502,"Royal Justicar","LV: 52 | An elite knight who serves as judge, jury, and executioner, wielding a massive blade of judgment<Char:$RoyalGuard>
<Archetype: Humanoid>
<Biome: Urban>
<Speed: 3>
<Movement: Approach>
<It: Un cavaliere d'élite che funge da giudice, giuria e boia, brandendo un'enorme lama di giudizio>",biological,0571,"Leather",1/4,,"",
503,"Frost Knight","LV: 56 | A knight whose armor is permanently frozen, creating an aura of extreme cold that slows attackers<Char:$IceGolem>
<Archetype: Humanoid>
<Biome: Abandoned Mines, Caves, Glacial Wastes, Highlands, Mountains, Tundra, Urban>
<Speed: 3>
<Movement: Approach>
<It: Un cavaliere la cui armatura è permanentemente congelata, creando un'aura di freddo estremo che rallenta gli aggressori>",biological,0574,"Meat",1/4,,"",
504,"Molten Guardian","LV: 59 | A knight whose armor is supernaturally heated, burning anything that comes in contact with it<Char:$HolyCrusader>
<Archetype: Elemental>
<Biome: Ruins, Urban>
<Speed: 4>
<Movement: Approach>
<It: Un cavaliere la cui armatura è riscaldata in modo soprannaturale, bruciando tutto ciò che entra in contatto con essa>",biological,0573,"Bone",1/5,,"",
505,"Tidal Warden","LV: 63 | A knight whose enchanted armor constantly flows with water, making physical attacks slide off its surface<Char:$RoyalSentinel>
<Archetype: AquaticFish>
<Biome: Deep Sea, Lake, Urban>
<Speed: 3>
<Movement: Random>
<It: Un cavaliere la cui armatura incantata scorre costantemente con l'acqua, facendo scivolare gli attacchi fisici dalla sua superficie>",biological,0574,"Meat",1/3,0571,"Leather",1/5
506,"Stone Bulwark","LV: 69 | A knight whose armor is fused with solid stone, making it nearly impervious to physical attacks<Char:$GiganticJuggernaut>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains, Urban>
<Speed: 2>
<Movement: Approach>
<It: Un cavaliere la cui armatura è fusa con pietra solida, rendendola quasi invulnerabile agli attacchi fisici>",golem,0566,"Titanium ingot",1/8,0565,"Steel ingot",1/3
507,"Celestial Protector","LV: 74 | A knight blessed by celestial powers, whose armor reflects both physical and magical attacks<Char:$GloriousSeraph>
<Archetype: Humanoid>
<Biome: Urban>
<Speed: 3>
<Movement: Approach>
<It: Un cavaliere benedetto dai poteri celesti, la cui armatura riflette sia gli attacchi fisici che quelli magici>",biological,0573,"Bone",1/3,0571,"Leather",1/3
508,"Mind Shield","LV: 76 | A knight trained to resist mental intrusion, whose armor has been enchanted to repel psychic attacks<Char:$SwordArchon>
<Archetype: Humanoid>
<Biome: Secret Laboratory, Urban>
<Speed: 3>
<Movement: Approach>
<It: Un cavaliere addestrato a resistere alle intrusioni mentali, la cui armatura è stata incantata per respingere gli attacchi psichici>",biological,0573,"Bone",1/3,,"",
509,"Dusk Commander","LV: 81 | A legendary knight commander whose ancient armor is resistant to all forms of damage through forgotten enchantments<Char:$DeathKnight>
<Archetype: Humanoid>
<Biome: Ancient Crypt, Desert, Urban>
<Speed: 3>
<Movement: Approach>
<It: Un leggendario comandante cavaliere la cui antica armatura è resistente a tutte le forme di danno attraverso incantesimi dimenticati>",biological,0571,"Leather",1/3,,"",
510,"Tide Crab","LV: 4 | A small but tenacious crustacean with powerful pincers that can cut through fishing nets<Char:$CoralloCrab>
<Archetype: AquaticFish>
<Biome: Deep Sea>
<Speed: 3>
<Movement: Random>
<It: Un piccolo ma tenace crostaceo con potenti chele in grado di tagliare le reti da pesca>",biological,0574,"Meat",1/2,,"",
511,"Coral Guardian","LV: 14 | A humanoid creature covered in sharp coral growths that can regenerate damaged parts of its body<Char:$MerfolkScout>
<Archetype: AquaticFish>
<Biome: Deep Sea, Forest, Grasslands, Plains, Ruins, Sewers>
<Speed: 3>
<Movement: Random>
<It: Una creatura umanoide ricoperta di escrescenze coralline affilate in grado di rigenerare le parti danneggiate del suo corpo>",biological,0573,"Bone",1/5,,"",
512,"Trident Hunter","LV: 19 | A mer-warrior who wields a barbed trident that can pierce even the thickest scales<Char:$MerfolkImpaler>
<Archetype: Humanoid>
<Biome: Deep Sea>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero-mer che brandisce un tridente uncinato in grado di perforare anche le squame più spesse>",biological,0573,"Bone",1/4,,"",
513,"Deep Frost Eel","LV: 25 | A massive eel from the coldest ocean depths that can freeze water around itself to create protective barriers<Char:$PearlDragon>
<Archetype: AquaticFish>
<Biome: Deep Sea, Lake, Glacial Wastes, Highlands, Tundra>
<Speed: 3>
<Movement: Random>
<It: Un'enorme anguilla proveniente dalle profondità oceaniche più fredde che può congelare l'acqua attorno a sé per creare barriere protettive>",biological,0571,"Leather",1/4,,"",
514,"Abyssal Horror","LV: 31 | A shapeless entity from the ocean depths that can engulf victims whole and digest them within its amorphous body<Char:$AcidOoze>
<Archetype: Voidspawn>
<Biome: Eldritch Dimension, Swamp, Underdark>
<Speed: 3>
<Movement: Random>
<It: Un'entità informe proveniente dalle profondità dell'oceano che può inghiottire le vittime intere e digerirle all'interno del suo corpo amorfo.>",biological,0574,"Meat",1/2,,"",
515,"Siren Enchantress","LV: 29 | A beautiful yet deadly sea witch whose hypnotic songs can control the minds of even the strongest-willed sailors<Char:$MerfolkMystic>
<Archetype: AquaticFish>
<Biome: Deep Sea, Crystal Caves, Forest, Sacred Grove, Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Una strega del mare bellissima ma mortale, le cui canzoni ipnotiche possono controllare le menti anche dei marinai più volitivi.>",crystalline,0569,"Glass",1/4,,"",
516,"Luminous Angler","LV: 35 | A massive deep-sea fish whose bioluminescent lure contains potent light magic that can blind or disorient prey<Char:$GlowingWisp>
<Archetype: AquaticFish>
<Biome: Deep Sea, Secret Laboratory, Spirit Realm>
<Speed: 3>
<Movement: Random>
<It: Un enorme pesce di profondità la cui esca bioluminescente contiene una potente magia luminosa che può accecare o disorientare la preda>",spirit,0579,"Arcane Essence",1/4,,"",
517,"Maelstrom Sovereign","LV: 40 | A powerful water elemental that can create whirlpools and control multiple water tendrils simultaneously<Char:$WaterElemental>
<Archetype: Elemental>
<Biome: Lake>
<Speed: 4>
<Movement: Approach>
<It: Un potente elementale dell'acqua che può creare vortici e controllare più viticci d'acqua contemporaneamente>",elemental,0578,"Acidic Solution",1/4,,"",
518,"Volcanic Leviathan","LV: 46 | An ancient sea serpent that dwells near underwater volcanoes, breathing scalding steam and magma<Char:$LeeringLevithan>
<Archetype: Dragon>
<Biome: Ancient Crypt, Coastal, Lake, Highlands, Volcano>
<Speed: 5>
<Movement: Approach>
<It: Un antico serpente marino che vive vicino ai vulcani sottomarini, respirando vapore bollente e magma>",dragon,0578,"Acidic Solution",1/4,,"",
519,"Sacred Kraken","LV: 49 | A colossal octopus worshipped as a deity by coastal tribes, possessing divine magic in its sacred tentacles<Char:$MightyDesolator>
<Archetype: Octopus>
<Biome: Coastal>
<Speed: 3>
<Movement: Random>
<It: Un polpo colossale venerato come una divinità dalle tribù costiere, che possiede magia divina nei suoi tentacoli sacri>",biological,0573,"Bone",1/4,,"",
520,"Deep One Monarch","LV: 57 | The ancient ruler of a forgotten underwater civilization who commands both ice and water magic with unparalleled mastery<Char:$Seaspray>
<Archetype: Voidspawn>
<Biome: Ancient Crypt, Coastal, Eldritch Dimension, Lake, Glacial Wastes, Tundra, Underdark>
<Speed: 3>
<Movement: Random>
<It: L'antico sovrano di una civiltà sottomarina dimenticata che domina sia la magia del ghiaccio che quella dell'acqua con una maestria senza pari>",biological,0573,"Bone",1/5,0571,"Leather",1/3
521,"Bubble Squid","LV: 6 | A small squid that can rapidly expel water to create disorienting bubble clouds for escape or ambush<Char:$GapingLeech>
<Archetype: Octopus>
<Biome: Lake>
<Speed: 3>
<Movement: Random>
<It: Un piccolo calamaro che può espellere rapidamente l'acqua per creare nuvole di bolle disorientanti per la fuga o l'imboscata>",biological,0574,"Meat",1/4,0571,"Leather",1/4
522,"Toxic Anemone","LV: 17 | A seemingly beautiful sea anemone whose colorful tentacles contain a potent neurotoxin that paralyzes prey<Char:$LethalScorpion>
<Archetype: AquaticFish>
<Biome: Caves, Deep Sea, Desert, Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Un anemone di mare apparentemente bellissimo i cui tentacoli colorati contengono una potente neurotossina che paralizza la preda>",biological,0573,"Bone",1/4,,"",
523,"Drowned Revenant","LV: 22 | The vengeful spirit of a drowned sailor that emerges from the depths to drag the living down to watery graves<Char:$PoisonGhost>
<Archetype: Undead>
<Biome: Lake, Necropolis, Secret Laboratory, Spirit Realm>
<Speed: 2>
<Movement: Approach>
<It: Lo spirito vendicativo di un marinaio annegato che emerge dalle profondità per trascinare i vivi verso tombe d'acqua>",spirit,0579,"Arcane Essence",1/2,,"",
524,"Nightmare Jellyfish","LV: 29 | A massive jellyfish whose translucent body pulses with hypnotic patterns that induce terrible hallucinations<Char:$GhastlyEye>
<Archetype: AquaticFish>
<Biome: Deep Sea, Dreamscape>
<Speed: 3>
<Movement: Random>
<It: Una medusa enorme il cui corpo traslucido pulsa con schemi ipnotici che inducono terribili allucinazioni>",biological,0571,"Leather",1/3,,"",
525,"Mischievous Sprite","LV: 3 | A tiny nature spirit that plays pranks on travelers, hiding their possessions and leading them astray<Char:$FloatingCherub>
<Archetype: Humanoid>
<Biome: Spirit Realm>
<Speed: 3>
<Movement: Approach>
<It: Un piccolo spirito della natura che fa scherzi ai viaggiatori, nascondendo i loro beni e portandoli fuori strada>",spirit,0579,"Arcane Essence",1/4,,"",
526,"Flower Pixie","LV: 4 | A diminutive flower fairy whose pollen dust can cause drowsiness or minor hallucinations<Char:$FlutteringPixie>
<Archetype: Plant>
<Biome: Secret Laboratory, Sky Isles>
<Speed: 3>
<Movement: Random>
<It: Una piccola fata dei fiori la cui polvere di polline può causare sonnolenza o piccole allucinazioni>",fairy,0580,"Ethereal Shard",1/6,,"",
527,"Glimmer Wisp","LV: 7 | A luminous spirit that appears as a ball of dancing light, leading travelers toward magical places or dangerous terrain<Char:$GlowingWisp>
<Archetype: Elemental>
<Biome: Secret Laboratory, Spirit Realm>
<Speed: 4>
<Movement: Approach>
<It: Uno spirito luminoso che appare come una sfera di luce danzante, guidando i viaggiatori verso luoghi magici o terreni pericolosi>",spirit,0579,"Arcane Essence",1/2,,"",
528,"Frost Sylph","LV: 10 | An elegant ice fairy who dances on winter winds, freezing surfaces with each step and creating intricate frost patterns<Char:$MagicalFairy>
<Archetype: Elemental>
<Biome: Glacial Wastes, Secret Laboratory, Sky Isles, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un'elegante fata del ghiaccio che danza sui venti invernali, congelando le superfici ad ogni passo e creando intricati motivi di brina.>",fairy,0580,"Ethereal Shard",1/5,,"",
529,"Ember Sprite","LV: 13 | A temperamental fire fairy that flits between candle flames and can ignite flammable objects with a touch<Char:$FairyDrake>
<Archetype: Elemental>
<Biome: Secret Laboratory, Sky Isles, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Una fata del fuoco capricciosa che svolazza tra le fiamme delle candele e può accendere oggetti infiammabili con un tocco>",fairy,0580,"Ethereal Shard",1/4,0579,"Arcane Essence",1/4
530,"Dream Weaver","LV: 14 | A secretive fae being that can enter dreams, altering them or planting suggestions that persist into waking life<Char:$Lumiel>
<Archetype: Humanoid>
<Biome: Dreamscape>
<Speed: 3>
<Movement: Approach>
<It: Un essere fatato segreto che può entrare nei sogni, alterandoli o impiantando suggerimenti che persistono nella vita reale.>",biological,0574,"Meat",1/2,,"",
531,"River Nixie","LV: 17 | A water spirit that dwells in flowing freshwater, capable of shapeshifting and enchanting travelers with its songs<Char:$Luma>
<Archetype: AquaticFish>
<Biome: Deep Sea, Lake, Spirit Realm>
<Speed: 3>
<Movement: Random>
<It: Uno spirito dell'acqua che vive nell'acqua dolce corrente, capace di cambiare forma e incantare i viaggiatori con i suoi canti>",spirit,0579,"Arcane Essence",1/3,,"",
532,"Dryad Protector","LV: 20 | A forest guardian bound to ancient trees, wielding nature magic and commanding plants to ensnare intruders<Char:$DryadHealer>
<Archetype: Plant>
<Biome: Ancient Crypt, Forest, Ruins>
<Speed: 3>
<Movement: Random>
<It: Un guardiano della foresta legato ad alberi secolari, che esercita la magia della natura e comanda alle piante di intrappolare gli intrusi>",plant,0575,"Plant matter",1/3,0576,"Herb extract",1/4
533,"Twilight Hag","LV: 23 | A dark fae being that makes bargains with mortals, exchanging favors for prices that are always more than they appear<Char:$SneakySatyr>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Secret Laboratory, Tundra, Underdark>
<Speed: 3>
<Movement: Approach>
<It: Un essere fatato oscuro che fa affari con i mortali, scambiando favori per prezzi che sono sempre più alti di quanto sembrano>",biological,0571,"Leather",1/5,0574,"Meat",1/2
534,"Cave Gnome","LV: 26 | A stocky earth fae who guards underground treasures and can manipulate stone and precious metals<Char:$GnomeWanderer>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Una fata della terra robusta che custodisce tesori sotterranei e può manipolare pietre e metalli preziosi>",biological,0571,"Leather",1/4,,"",
535,"Forest Centaur","LV: 29 | A noble fae creature with the upper body of an elf and lower body of a deer, skilled with bow and possessing deep woodland magic<Char:$GallantCentaur>
<Archetype: Humanoid>
<Biome: Forest>
<Speed: 3>
<Movement: Approach>
<It: Una nobile creatura fatata con la parte superiore del corpo di un elfo e la parte inferiore di un cervo, abile con l'arco e dotata di una profonda magia dei boschi>",biological,0571,"Leather",1/4,,"",
536,"Radiant Unicorn","LV: 34 | A pure-hearted fae horse with a spiraling horn of light magic that can heal wounds or pierce through the darkest corruption<Char:$BenevolentUnicorn>
<Archetype: Beast>
<Biome: Underdark>
<Speed: 4>
<Movement: Approach>
<It: Un cavallo fatato dal cuore puro con un corno a spirale di magia luminosa che può curare le ferite o penetrare attraverso la corruzione più oscura>",biological,0571,"Leather",1/5,0573,"Bone",1/4
537,"Poison Pooka","LV: 36 | A malevolent shapeshifting fae that can take the form of a black horse, luring riders to their doom in toxic marshlands<Char:$ToxicHound>
<Archetype: Humanoid>
<Biome: Swamp>
<Speed: 3>
<Movement: Approach>
<It: Una fata malvagia e mutaforma che può assumere la forma di un cavallo nero, attirando i cavalieri verso la loro rovina nelle paludi tossiche.>",biological,0571,"Leather",1/5,0574,"Meat",1/4
538,"Winter Court Knight","LV: 41 | An elite warrior of the Unseelie Court, clad in enchanted ice armor and wielding a blade of eternal frost<Char:$Iceheart>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra, Urban>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero d'élite della Corte Unseelie, rivestito di un'armatura di ghiaccio incantata e armato di una lama di gelo eterno>",biological,0574,"Meat",1/3,,"",
539,"Summer Court Archon","LV: 43 | A noble commander of the Seelie Court, radiating golden light and capable of commanding the forces of growth and renewal<Char:$RighteousDeva>
<Archetype: Humanoid>
<Biome: Desert>
<Speed: 3>
<Movement: Approach>
<It: Un nobile comandante della Corte Seelie, che irradia luce dorata ed è capace di comandare le forze della crescita e del rinnovamento>",biological,0574,"Meat",1/2,,"",
